LNG,LAT,ROUTES,STOPNAME,DIR,DISTANCE_FROM_STREET,CITY,POSTAL,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID,,County
-104.965028,39.757038,28,28th Ave & High St,W,75,Denver,80205,NW,E 28th Ave,High St,28th Ave & High St (Stop No. 22563),,Denver County
-105.048542,39.823805,72,W 70th Ave & Wolff St,W,90,Westminster,80030,NW,W 70th Av,Wolff St,W 70th Ave & Wolff St (Stop No. 24294),,Westminster County
-105.005772,39.545962,402L,Highlands Ranch Pkwy & Lucent Blvd,W,75,Highlands Ranch,80129,NW,Highlands Ranch Pkwy,Lucent Blvd,Highlands Ranch Pkwy & Lucent Blvd (Stop No. 24968),,Highlands Ranch County
-104.836974,39.758261,153,30th Ave & Parklane Dr,NW,65,Aurora,80011,NW,E 30th Av,Parklane Dr E,30th Ave & Parklane Dr (Stop No. 10815),,Aurora County
-105.025076,39.755667,31,Federal Blvd & W 26th Ave,N,140,Denver,80211,NE,Federal Blvd,W 26th Av,Federal Blvd & W 26th Ave (Stop No. 13711),,Denver County
-105.031905,39.899524,"31, 112, 114",W 112th Ave & Legacy Ridge Pkwy,E,100,Westminster,80031,SE,W 112th Av,Legacy Ridge Pkwy,W 112th Ave & Legacy Ridge Pkwy (Stop No. 19459),,Westminster County
-104.8548162,39.66029537,"83, 35",S Parker Rd & Dartmouth Ave,SE,150,Denver,80014,SW,Parker Rd,E Dartmouth Av N,S Parker Rd & Dartmouth Ave (Stop No. 15772),,Denver County
-105.03772,39.827363,72,W 72nd Ave & Newton St,W,80,Westminster,80030,NW,W 72nd Av,Newton St,W 72nd Ave & Newton St (Stop No. 11677),,Westminster County
-104.866601,39.656713,105,S Havana St & Girard Ave,S,85,Denver,80231,SW,S Havana St,E Girard Av,S Havana St & Girard Ave (Stop No. 14268),,Denver County
-104.966975,39.866083,93L,Eppinger Blvd & Gail Ct {1203},SW,125,Thornton,80229,NW,Eppinger Blvd,Gail Ct,Eppinger Blvd & Gail Ct {1203} (Stop No. 18518),,Thornton County
-104.77096,39.665644,133,Amherst Ave & S Argonne St,W,100,Aurora,80013,NW,E Amherst Av,S Argonne St,Amherst Ave & S Argonne St (Stop No. 23823),,Aurora County
-105.081603,39.649321,"76, 35",S Wadsworth Blvd & W Jefferson Ave,S,200,Lakewood,80235,SW,S Wadsworth Blvd,W Jefferson Av,S Wadsworth Blvd & W Jefferson Ave (Stop No. 17064),,Lakewood County
-105.158452,39.742591,"20, 125",14100 Block Denver West Pkwy,SW,30,Lakewood,80401,,Denver West Pkwy,Denver West Cir,14100 Block Denver West Pkwy (Stop No. 19374),,Lakewood County
-105.1001381,39.68339666,99,S Garrison St & W Jewell Ave,S,15,Lakewood,80232,NE,S Garrison St,W Jewell Av,S Garrison St & W Jewell Ave (Stop No. 14047),,Lakewood County
-105.100549,39.693119,99,S Garrison St & W Louisiana Ave,S,75,Lakewood,80232,SW,S Garrison St,W Louisiana Av,S Garrison St & W Louisiana Ave (Stop No. 14048),,Lakewood County
-104.940388,39.773232,"41L, 49, 44, 37, 40",Colorado Blvd & 40th Ave,N,65,Denver,80207,NE,Colorado Blvd,E 40th Ave,Colorado Blvd & 40th Ave (Stop No. 13071),,Denver County
-104.799895,39.653186,133,Hampden Ave & S Laredo St,W,125,Aurora,80013,NW,E Hampden Av,S Laredo St,Hampden Ave & S Laredo St (Stop No. 14161),,Aurora County
-105.0980796,40.16616749,323,Collyer St & 4th Ave {1103},N,150,Longmont,80501,NE,Collyer St,4th Ave,Collyer St & 4th Ave {1103} (Stop No. 26646),,Longmont County
-105.224905,40.023781,"206, 208",Flatiron Pkwy & 55th St,E,90,Boulder,80301,SE,Flatiron Pkwy,55th St,Flatiron Pkwy & 55th St (Stop No. 20383),,Boulder County
-105.095894,39.986862,DASH,South Boulder Rd & Coal Creek Dr,E,100,Lafayette,80026,SE,S Boulder Rd,Coal Creek Dr,South Boulder Rd & Coal Creek Dr (Stop No. 20009),,Lafayette County
-105.081024,39.99084959,JUMP,Merlin Dr & E Spaulding St,N,170,Lafayette,80026,SE,E Spaulding St,Merlin St,Merlin Dr & E Spaulding St (Stop No. 20010),,Lafayette County
-105.096762,39.987061,DASH,South Boulder Rd & Coal Creek Dr,W,75,Lafayette,80026,NW,S Boulder Rd,Coal Creek Dr,South Boulder Rd & Coal Creek Dr (Stop No. 20014),,Lafayette County
-105.067167,39.776559,44,W 44th Ave & Lamar St,E,65,Wheat Ridge,80033,SE,W 44th Av,Lamar St,W 44th Ave & Lamar St (Stop No. 11157),,Wheat Ridge County
-104.875172,39.682324,83,S Dayton St & Jewell Ave,N,90,Aurora,80247,NE,S Dayton St,E Jewell Ave,S Dayton St & Jewell Ave (Stop No. 21245),,Aurora County
-104.885319,39.689383,83,8800 Block Florida Ave,W,90,Denver,80247,,E Florida Av,S Alton St,8800 Block Florida Ave (Stop No. 21249),,Denver County
-104.895148,39.77079625,34,7600 Block Smith Rd,E,195,Denver,80207,NW,Smith Rd,7600 Smith Rd,7600 Block Smith Rd (Stop No. 34670),,Denver County
-104.8363641,39.74764808,SHUZ,Montview Blvd & Ursula St,E,25,Aurora,80045,SE, Montview Blvd,Ursula St,Montview Blvd & Ursula St (Stop No. 34994),,Aurora County
-105.0323048,39.73522835,1,Knox Ct & W 12th Ave,S,75,Denver,80204,,Knox Ct,W 12th Ave,Knox Ct & W 12th Ave (Stop No. 33952),,Denver County
-104.7784284,39.67864796,131,Evans Ave & S Waco St,E,240,Aurora,80013,,E Evans Ave,S Waco St,Evans Ave & S Waco St (Stop No. 33985),,Aurora County
-104.8908822,39.77001711,42,Central Park Station Gate B1,N,5,Denver,80207,,Central Park Station,Gate B1,Central Park Station Gate B1 (Stop No. 34485),,Denver County
-105.0208766,39.75489442,28,W 26th Ave & Clay St,W,90,Denver,80211,NE,W 26th Ave,Clay St,W 26th Ave & Clay St (Stop No. 34723),,Denver County
-104.9736399,39.74956293,"28, 32",22nd Ave & Downing St,W,63,Denver,80205,NW,E 22nd Ave,Downing St,22nd Ave & Downing St (Stop No. 10556),,Denver County
-104.7723889,39.755926,"169, 169L",Tower Rd & 28th Ave,S,100,Aurora,80011,SW,Tower Rd,28th Ave,Tower Rd & 28th Ave (Stop No. 34362),,Aurora County
-105.007567,39.596531,67,W Ridge Rd & S Windermere St,NW,90,Littleton,80120,NW,W Ridge Rd,S Windermere St,W Ridge Rd & S Windermere St (Stop No. 16322),,Littleton County
-104.894333,39.693427,83,S Parker Rd & S Ulster St,NW,75,Denver,80247,,S Parker Rd,S Valentia St,S Parker Rd & S Ulster St (Stop No. 19917),,Denver County
-104.998895,39.649485,51,W Kenyon Ave & S Inca St,W,120,Englewood,80110,NW,W Kenyon Av,S Inca St,W Kenyon Ave & S Inca St (Stop No. 20312),,Englewood County
-105.000533,39.644306,51,S Kalamath St & W Nassau Ave,N,90,Englewood,80110,NE,S Kalamath St,W Nassau Av,S Kalamath St & W Nassau Ave (Stop No. 20315),,Englewood County
-104.878326,39.654351,35,Girard Ave & S Clinton Ct,W,125,Denver,80231,NW,E Girard Av,S Clinton Ct,Girard Ave & S Clinton Ct (Stop No. 20331),,Denver County
-105.09323,40.00985,JUMP,N 111th St & Beacon Hill Dr,N,125,Lafayette,80026,SE,N 111th St,Beacon Hill Dr,N 111th St & Beacon Hill Dr (Stop No. 17916),,Lafayette County
-104.8430672,39.72503261,121,Del Mar Cir & 6th Pl,N,5,Aurora,80011,SE,Del Mar Cir,E 6th Pl,Del Mar Cir & 6th Pl (Stop No. 22452),,Aurora County
-104.988648,39.570567,"401, 0",S Broadway & S Grant Way,S,75,Littleton,80120,SW,S Broadway,Grant Wy,S Broadway & S Grant Way (Stop No. 22453),,Littleton County
-105.0835794,39.96831101,LD,Exempla Cir & Entrance 3,NE,1080,Lafayette,80026, ,Exempla Cir,Crescent Dr,Exempla Cir & Entrance 3 (Stop No. 25890),,Lafayette County
-105.292486,40.015276,205,Pearl St & 3rd St,NE,175,Boulder,80302,SW,Pearl St,3rd St,Pearl St & 3rd St (Stop No. 18717),,Boulder County
-105.249434,40.02912,208,Valmont Rd & 34th St,E,10,Boulder,80301,SW,Valmont Rd,34th St,Valmont Rd & 34th St (Stop No. 16920),,Boulder County
-104.961893,39.869492,93L,Vine St & Rowena St {1203},S,5,Thornton,80229,NW,Vine St,Rowena St,Vine St & Rowena St {1203} (Stop No. 16936),,Thornton County
-105.12653,39.778289,44,W 44th Ave & Robb St,W,65,Wheat Ridge,80033,NW,W 44th Av,Robb St,W 44th Ave & Robb St (Stop No. 11176),,Wheat Ridge County
-105.071896,39.580528,77,W Ken Caryl Ave & S Pierce St {1303},E,350,Columbine,80128,SE,W Ken Caryl Av,S Pierce St,W Ken Caryl Ave & S Pierce St {1303} (Stop No. 14738),,Columbine County
-104.99819,39.556684,0,Ridgeline Blvd & Bluepoint Rd,N,75,Highlands Ranch,80129,,Ridgeline Blvd,Bluepoint Rd,Ridgeline Blvd & Bluepoint Rd (Stop No. 26247),,Highlands Ranch County
-105.046861,39.91428242,120,W 120th Ave & Vrain St {1104},W,90,Broomfield,80020,NW,E 120th Ave,Sheridan Blvd,W 120th Ave & Vrain St {1104} (Stop No. 33035),,Broomfield County
-104.921305,39.667645,46,Yale Ave & S Holly St,W,107,Denver,80222,NW,E Yale Av,S Holly St,Yale Ave & S Holly St (Stop No. 17321),,Denver County
-105.03222,39.667643,"30L, 30, 35",W Yale Ave & S Knox Ct,E,71,Denver,80236,SW,W Yale Av,S Knox Ct,W Yale Ave & S Knox Ct (Stop No. 17331),,Denver County
-105.092196,39.682269,21,W Jewell Ave & S Cody St,W,75,Lakewood,80232,NW,W Jewell Av,S Cody St,W Jewell Ave & S Cody St (Stop No. 14661),,Lakewood County
-104.8250992,39.70264142,11,S Blackhawk St & Exposition Ave,S,410,Aurora,80012,SW,S Blackhawk St,Exposition Ave,S Blackhawk St & Exposition Ave (Stop No. 34735),,Aurora County
-105.081918,39.837491,76,Wadsworth Blvd & W 77th Dr,S,95,Arvada,80005,SW,Wadsworth Blvd,W 77th Dr,Wadsworth Blvd & W 77th Dr (Stop No. 17008),,Arvada County
-105.092797,39.769271,38,W 38th Ave & Dudley St,E,80,Wheat Ridge,80033,SE,W 38th Av,Dudley St,W 38th Ave & Dudley St (Stop No. 10982),,Wheat Ridge County
-104.956508,39.783705,"48, 44",48th Ave & Columbine St,E,130,Denver,80216,SE,E 48th Av,Columbine St,48th Ave & Columbine St (Stop No. 11276),,Denver County
-105.088207,40.174824,327,Lashley St & E 9th Ave {1103},N,250,Longmont,80501,NE,Lashley St,9th Av,Lashley St & E 9th Ave {1103} (Stop No. 23314),,Longmont County
-105.093261,40.188485,327,17th Ave & Lamplighter Dr {1103},E,75,Longmont,80501,SW,17th Ave,Lamplighter Dr,17th Ave & Lamplighter Dr {1103} (Stop No. 23327),,Longmont County
-104.793287,39.69649,130,Mississippi Ave & S Buckley Rd,E,300,Aurora,80017,SW,E Mississippi Av,S Buckley Rd,Mississippi Ave & S Buckley Rd (Stop No. 21404),,Aurora County
-104.930205,39.740237,"15L, 15",Colfax Ave & Elm St,W,90,Denver,80220,NW,E Colfax Av,Elm St,Colfax Ave & Elm St (Stop No. 12875),,Denver County
-104.849887,39.674694,21,Iliff Ave & S Oswego St,E,79,Aurora,80014,SE,E Iliff Av,Oswego St,Iliff Ave & S Oswego St (Stop No. 14539),,Aurora County
-104.884985,39.74026,"15L, 15",Colfax Ave & Yosemite St,W,90,Denver,80220,NW,E Colfax Av,Yosemite St,Colfax Ave & Yosemite St (Stop No. 13021),,Denver County
-105.0355093,39.91425886,120,W 120th Ave & Lowell St {1104},W,150,Broomfield,80020,NW,W 120th Ave,Lowell Blvd,W 120th Ave & Lowell St {1104} (Stop No. 26041),,Broomfield County
-104.7050636,39.59792406,135,S Aurora Pkwy & Smoky Hill Rd,N,90,Aurora,80016,NE,S Aurora Pkwy,E Smoky Hill Rd,S Aurora Pkwy & Smoky Hill Rd (Stop No. 33127),,Aurora County
-104.938886,39.827296,"88, 88L",72nd Ave & Colorado Blvd {2nd Pass},W,105,Commerce City,80022,NE,E 72nd Av,Colorado Blvd,72nd Ave & Colorado Blvd {2nd Pass} (Stop No. 11655),,Commerce City County
-104.987353,39.804682,8,5900 Block Broadway,N,1500,North Washington,80216, ,Broadway,E 58th Ave,5900 Block Broadway (Stop No. 22314),,North Washington County
-105.271036,39.711197,EV,US 40 & Lookout Mountain Rd,NE,150,Golden,80401,NE,Hwy 40,Lookout Mountain Rd,US 40 & Lookout Mountain Rd (Stop No. 22326),,Golden County
-104.742804,39.778154,42,Malaya St & 45th Ave,S,200,Denver,80249,SW,Malaya St,E 45th Av,Malaya St & 45th Ave (Stop No. 20859),,Denver County
-105.05782,39.776661,"44, 51",W 44th Ave & Depew St,W,5,Lakeside,80212,NE,W 44th Av,Depew St,W 44th Ave & Depew St (Stop No. 11119),,Lakeside County
-104.810048,39.700752,153,S Chambers Rd & Ohio Ave,S,75,Aurora,80012,SW,S Chambers Rd,E Ohio Av,S Chambers Rd & Ohio Ave (Stop No. 18767),,Aurora County
-104.809757,39.69949,153,S Chambers Rd & S Helena St,N,75,Aurora,80017,NE,S Chambers Rd,S Helena St,S Chambers Rd & S Helena St (Stop No. 18778),,Aurora County
-104.9384498,39.76205713,43,MLK Blvd & Ash St,W,90,Denver,80207,NW,Mlk Blvd,Ash St,MLK Blvd & Ash St (Stop No. 26664),,Denver County
-104.831298,39.584159,153,Fremont Pl & S Potomac St,W,500,Englewood,80112, ,E Fremont Pl,S Potomac St,Fremont Pl & S Potomac St (Stop No. 21945),,Englewood County
-104.798659,39.77273,"42, 121",40th Ave & Lewiston St,SE,90,Denver,80011,SE,E 40th Av,Lewiston St,40th Ave & Lewiston St (Stop No. 24339),,Denver County
-105.0716791,39.91637228,53,Main St & E 1st Ave {1104},N,100,Broomfield,80020,NE,Main St,W 1st Av,Main St & E 1st Ave {1104} (Stop No. 21308),,Broomfield County
-104.810081,39.639,153,S Chambers Rd & Quincy Ave,N,90,Aurora,80013,NE,S Chambers Rd,E Quincy Ave,S Chambers Rd & Quincy Ave (Stop No. 21313),,Aurora County
-105.209091,40.014624,JUMP,Arapahoe Ave & 62nd St,E,75,Boulder,80303,SW,Arapahoe Ave,62nd St,Arapahoe Ave & 62nd St (Stop No. 21324),,Boulder County
-104.834417,39.757433,153,30th Ave & Uvalda St,W,75,Aurora,80011,NW,E 30th Av,Uvalda St,30th Ave & Uvalda St (Stop No. 10821),,Aurora County
-104.8922008,39.74756917,20,Montview Blvd & Valentia St,W,120,Denver,80238,NW,Montview Blvd,Valentia St,Montview Blvd & Valentia St (Stop No. 15606),,Denver County
-105.2822143,40.04056259,"Y, SKIP",Broadway & Linden Ave,S,90,Boulder,80304,SW,Broadway,Linden Ave,Broadway & Linden Ave (Stop No. 19193),,Boulder County
-105.03739,39.70031,11,W Kentucky Ave & S Osceola St,E,130,Denver,80219,SE,W Kentucky Ave,S Osceola St,W Kentucky Ave & S Osceola St (Stop No. 14760),,Denver County
-104.996647,39.553211,0,8900 Block Ridgeline Blvd,S,1500,Highlands Ranch,80129,,Ridgeline Blvd,Bluepoint Rd,8900 Block Ridgeline Blvd (Stop No. 22907),,Highlands Ranch County
-104.7935671,39.52990419,483,S Jordan Rd & Rock Brook Blvd,S,90,Parker,80134,SW,S Jordan Rd,Cornerstone Dr,S Jordan Rd & Rock Brook Blvd (Stop No. 26440),,Parker County
-105.0242405,39.74145031,10,Colfax & Federal Transfer Center Gate A,NE,5,Denver,80204, ,W Colfax Ave,Federal Blvd,Colfax & Federal Transfer Center Gate A (Stop No. 26046),,Denver County
-104.942048,39.717744,46,1st Ave & Harrison St,E,85,Denver,80206,SW,E 1st Ave,Harrison St,1st Ave & Harrison St (Stop No. 10444),,Denver County
-104.9947395,39.88862693,"19, 31",106th & Melody Transfer Center Gate C {1110},E,530,Northglenn,80234,SE,W 106th Ave,Huron St,106th & Melody Transfer Center Gate C {1110} (Stop No. 10028),,Northglenn County
-104.998597,39.732327,"1, 9",Santa Fe Dr & W 10th Ave,N,70,Denver,80204,NE,Santa Fe Dr,W 10th Av,Santa Fe Dr & W 10th Ave (Stop No. 16417),,Denver County
-105.017171,39.841795,80,W 80th Ave & Zuni St,W,450,Sherrelwood,80221, ,W 80th Av,Zuni St,W 80th Ave & Zuni St (Stop No. 11776),,Sherrelwood County
-105.2252717,40.02154021,"206, 208",2300 Block 55th St,N,1500,Boulder,80301,,55th St,Central Ave,2300 Block 55th St (Stop No. 11406),,Boulder County
-104.926105,39.79839,40,56th Ave & Forest St,W,600,Commerce City,80022, ,E 56th Av,Forest St,56th Ave & Forest St (Stop No. 11412),,Commerce City County
-105.049079,39.769437,38,W 38th Ave & Wolff St,W,80,Denver,80212,NW,W 38th Av,Wolff St,W 38th Ave & Wolff St (Stop No. 11061),,Denver County
-104.973407,39.764623,12,Downing St & Arapahoe St,S,105,Denver,80205,SW,Downing St,Arapahoe St,Downing St & Arapahoe St (Stop No. 13382),,Denver County
-105.2807853,40.05829559,204,Yarmouth Ave & Broadway,W,365,Boulder,80304,NE,Yarmouth Av,Broadway,Yarmouth Ave & Broadway (Stop No. 17381),,Boulder County
-104.959695,39.754724,24,York St & 26th Ave,N,75,Denver,80205,NE,York St,E 26th Ave,York St & 26th Ave (Stop No. 17394),,Denver County
-105.0997934,39.75470293,28,W 26th Ave & Garrison St,E,75,Lakewood,80215,SE,W 26th Av,Garrison St,W 26th Ave & Garrison St (Stop No. 10645),,Lakewood County
-105.100888,39.754792,28,W 26th Ave & Garrison St,W,200,Wheat Ridge,80033,NW,W 26th Av,Garrison St,W 26th Ave & Garrison St (Stop No. 10646),,Wheat Ridge County
-104.973401,39.671166,12,S Downing St & Harvard Ave,N,10,Denver,80210,SE,S Downing St,E Harvard Av,S Downing St & Harvard Ave (Stop No. 13408),,Denver County
-104.973536,39.675102,12,S Downing St & Iliff Ave,S,50,Denver,80210,NW,S Downing St,E Iliff Av,S Downing St & Iliff Ave (Stop No. 13410),,Denver County
-105.07912,39.663066,"30L, 30",S Webster St & W Dartmouth Ave,N,105,Denver,80227,NE,S Webster St,W Dartmouth Av,S Webster St & W Dartmouth Ave (Stop No. 17234),,Denver County
-105.006041,39.827859,19,Pecos St & W 72nd Ave,N,75,Twin Lakes,80221,NE,Pecos St,W 72nd Av,Pecos St & W 72nd Ave (Stop No. 15845),,Twin Lakes County
-105.25559,39.989015,"DASH, FF, GS, AB, SKIP",S Broadway & Dartmouth Ave,SE,75,Boulder,80305,SW,Broadway,Dartmouth Ave,S Broadway & Dartmouth Ave (Stop No. 12509),,Boulder County
-105.281974,40.036767,"Y, SKIP",Broadway & Iris Ave,N,90,Boulder,80304,NE,Broadway,Iris Ave,Broadway & Iris Ave (Stop No. 12543),,Boulder County
-105.040721,39.863582,92,W 92nd Ave & Raleigh St,W,150,Westminster,80031,NW,W 92nd Av,Raleigh St,W 92nd Ave & Raleigh St (Stop No. 18331),,Westminster County
-104.856218,39.674708,21,Iliff Ave & S Lima St,E,90,Aurora,80014,SE,E Iliff Av,S Lima St,Iliff Ave & S Lima St (Stop No. 14535),,Aurora County
-104.81807,39.982489,"120L, 520, 145X",S 4th Ave & Skeel St {1201},N,75,Brighton,80601,NE,S 4th Av,Skeel St,S 4th Ave & Skeel St {1201} (Stop No. 22733),,Brighton County
-104.818189,39.978775,"120L, 520, 145X",S 4th Ave & Laurel St {1201},S,50,Brighton,80601,SW,S 4th Av,Laurel St,S 4th Ave & Laurel St {1201} (Stop No. 22737),,Brighton County
-104.988459,39.588663,"67, 0",S Broadway & W Davies Ave,S,20,Littleton,80120,NW,S Broadway,S Lincoln Wy,S Broadway & W Davies Ave (Stop No. 18837),,Littleton County
-105.076722,39.712713,1,S Teller St & W Cedar Ave,N,90,Lakewood,80226,SE,S Teller St,W Cedar Av,S Teller St & W Cedar Ave (Stop No. 16739),,Lakewood County
-105.046051,39.718239,1,W 1st Ave & Vrain St,W,75,Denver,80219,NW,W 1st Av,Vrain St,W 1st Ave & Vrain St (Stop No. 10485),,Denver County
-105.025048,39.733214,"36L, 30L, 31, 30",Federal Blvd & W 10th Ave,N,80,Denver,80204,NE,Federal Blvd,W 10th Av,Federal Blvd & W 10th Ave (Stop No. 13698),,Denver County
-105.206124,39.73135074,GDFX,Jefferson County Pkwy & W 10th Ave {1109},NW,225,Golden,80401,NW,Jefferson County Pkwy,W 10th Av,Jefferson County Pkwy & W 10th Ave {1109} (Stop No. 23752),,Golden County
-105.363129,39.691522,EV,Bergen Park PnR {1301},S,75,Evergreen,80439,SW,County Rd 65,Evergreen Pkwy,Bergen Park PnR {1301} (Stop No. 18898),,Evergreen County
-104.786449,39.76965,169,40th Ave & Airport Blvd-Gateway Park Stn Gate G,E,75,Aurora,80011, ,N Salida St,E 40th Ave,40th Ave & Airport Blvd-Gateway Park Stn Gate G (Stop No. 26160),,Aurora County
-104.9967885,39.88773102,8,Huron St & Naiad Dr {1110},S,125,Northglenn,80234,NW,Huron St,Naiad Dr,Huron St & Naiad Dr {1110} (Stop No. 14439),,Northglenn County
-105.095974,39.885811,76,Wadsworth Pkwy & W 104th Ave,N,105,Westminster,80021,NE,Wadsworth Pkwy,W 104th Av,Wadsworth Pkwy & W 104th Ave (Stop No. 14446),,Westminster County
-105.275437,40.01877078,HOP,Pearl St & 15th St {Boarding},E,150,Boulder,80302,SE,Pearl St,15th St,Pearl St & 15th St {Boarding} (Stop No. 25173),,Boulder County
-105.02564,39.678696,21,W Evans Ave & S Federal Blvd,W,90,Denver,80219,NW,W Evans Av,S Federal Blvd,W Evans Ave & S Federal Blvd (Stop No. 13582),,Denver County
-104.85042,39.72498574,121,Del Mar Cir W & 6th Ave,S,250,Aurora,80010,SW,Del Mar Cir W,E 6th Ave,Del Mar Cir W & 6th Ave (Stop No. 13355),,Aurora County
-105.025253,39.72415192,"31, 30",Federal Blvd & W 5th Ave,S,100,Denver,80219,SW,Federal Blvd,W 5th Av,Federal Blvd & W 5th Ave (Stop No. 13741),,Denver County
-105.040065,39.754823,28,W 26th Ave & Quitman St,E,90,Denver,80212,SE,W 26th Av,Quitman St,W 26th Ave & Quitman St (Stop No. 10675),,Denver County
-105.027934,39.619609,29,S Federal Blvd & S Federal Cir,S,75,Littleton,80123,SW,S Federal Blvd,Federal Cir N,S Federal Blvd & S Federal Cir (Stop No. 13798),,Littleton County
-105.053062,39.84785,80,8300 Block Sheridan Blvd,N,50,Westminster,80031,SE,Sheridan Blvd,W 83rd Av,8300 Block Sheridan Blvd (Stop No. 19129),,Westminster County
-105.090537,39.934933,LD,US 287 & Miramonte Blvd {1104},N,80,Broomfield,80020,NE,Hwy 287,Miramonte Blvd,US 287 & Miramonte Blvd {1104} (Stop No. 20536),,Broomfield County
-104.9875724,39.8106575,8,6300 Block Broadway,S,750,North Washington,80221, ,Broadway,W 64th Ave,6300 Block Broadway (Stop No. 23027),,North Washington County
-105.2810195,40.02120691,"Y, SKIP, 208",Broadway & Mapleton Ave,NW,60,Boulder,80304,NE,Broadway,Mapleton Ave,Broadway & Mapleton Ave (Stop No. 12559),,Boulder County
-104.973418,39.749215,12,Downing St & 22nd Ave,S,85,Denver,80205,SW,Downing St,E 22nd Ave,Downing St & 22nd Ave (Stop No. 13373),,Denver County
-104.933538,39.70673,46,S Cherry St & Virginia Ave,S,200,Glendale,80246,SW,S Cherry St,E Virginia Av,S Cherry St & Virginia Ave (Stop No. 23163),,Glendale County
-105.25029,39.964498,SKIP,Greenbriar Blvd & Smuggler Way,W,120,Boulder,80305,NW,Greenbriar Blvd,Smuggler Wy,Greenbriar Blvd & Smuggler Way (Stop No. 19723),,Boulder County
-104.993741,39.912498,128,Wagon Road PnR Gate G {1203},W,75,Westminster,80234, ,W 120th Ave,Huron St,Wagon Road PnR Gate G {1203} (Stop No. 26107),,Westminster County
